Ingredient,Function,Group
sasa senanensis leaf extract,absorbent,Oil and Sebum Control
magnesium hydroxide,absorbent,Oil and Sebum Control
avena sativa kernel flour,absorbent,Oil and Sebum Control
perlite,absorbent,Oil and Sebum Control
silica dimethicone silylate,absorbent,Oil and Sebum Control
dextrin,absorbent,Oil and Sebum Control
undaria pinnatifida powder,absorbent,Oil and Sebum Control
microcrystalline cellulose,absorbent,Oil and Sebum Control
bismuth subnitrate,absorbent,Oil and Sebum Control
pueraria lobata starch,absorbent,Oil and Sebum Control
distarch phosphate,absorbent,Oil and Sebum Control
magnesium aluminometasilicate,absorbent,Oil and Sebum Control
aphanothece sacrum exopolysaccharides,absorbent,Oil and Sebum Control
halloysite,absorbent,Oil and Sebum Control
salix alba bark powder,absorbent,Oil and Sebum Control
curcubiturils,absorbent,Oil and Sebum Control
"peg-400/1,4-butanediol/smdi copolymer",absorbent,Oil and Sebum Control
cereus grandiflorus seed powder,absorbent,Oil and Sebum Control
oligopeptide-114 acetate,absorbent,Oil and Sebum Control
ammonium oleoyl/palmitoyl glycerophosphoethylamido glutaroyl oligopeptide-114,absorbent,Oil and Sebum Control
tapioca starch polymethylsilsesquioxane,absorbent,Oil and Sebum Control
dimethicone/phenyl silsesquioxane/phenyl bis-silsesquioxane crosspolymer,absorbent,Oil and Sebum Control
prunus mume seed powder,absorbent,Oil and Sebum Control
tulipa gesneriana callus culture extract,absorbent,Oil and Sebum Control
sedimentary rock powder,absorbent,Oil and Sebum Control
hdi/pei-45/smdi crosspolymer,absorbent,Oil and Sebum Control
hydrogenated dimer dilinoleic acid,absorbent,Oil and Sebum Control
chamomilla recutita meristem cell culture extract,absorbent,Oil and Sebum Control
gold zeolite,absorbent,Oil and Sebum Control
polyurea crosspolymer-1,absorbent,Oil and Sebum Control
torreya nucifera seed powder,absorbent,Oil and Sebum Control
carboxymethyl caprooyl chitosan,absorbent,Oil and Sebum Control
diethylaminoethyl cellulose,absorbent,Oil and Sebum Control
polyoctylsilsesquioxane silicate,absorbent,Oil and Sebum Control
sodium magnesium aluminum silicate,absorbent,Oil and Sebum Control
cotton,absorbent,Oil and Sebum Control
dioctylaminoethoxytriazine aminopropyl silsesquioxane silicate,absorbent,Oil and Sebum Control
beta vulgaris root pulp powder,absorbent,Oil and Sebum Control
hymenaea courbaril seedcoat powder,absorbent,Oil and Sebum Control
lignin/cellulose,absorbent,Oil and Sebum Control
nylon-6/12,absorbent,Oil and Sebum Control
coconut oil ethyl ferulate esters,absorbent,Oil and Sebum Control
perfluoromethyldecalin,absorbent,Oil and Sebum Control
dimethylimidazolidinone corn starch,absorbent,Oil and Sebum Control
lithium magnesium sodium silicate,absorbent,Oil and Sebum Control
citrus limon peel powder,absorbent,Oil and Sebum Control
montmorillonite,absorbent,Oil and Sebum Control
chalk,absorbent,Oil and Sebum Control
sodium polyacrylate,absorbent,Oil and Sebum Control
manicouagan clay,absorbent,Oil and Sebum Control
sodium cyclodextrin butylsulfonate,absorbent,Oil and Sebum Control
charcoal,absorbent,Oil and Sebum Control
polyester-41,adhesive,Structural Enhancement
sr-(tetrapeptide-74 hexapeptide-40 expression vector pmbp-parallel 1 polypeptide-1 spider polypeptide-1 spider polypeptide-5),adhesive,Structural Enhancement
propanediol dipolyricinoleate,adhesive,Structural Enhancement
titanium bis-lactate dihydroxide,adhesive,Structural Enhancement
polyvinyl benzylimidazolinium chloride,adhesive,Structural Enhancement
salicylic acid,anti-seborrheic,Oil and Sebum Control
ciclopirox olamine,anti-seborrheic,Oil and Sebum Control
adiantum capillus veneris leaf extract,anti-seborrheic,Oil and Sebum Control
asarum heterotropoides extract,anti-seborrheic,Oil and Sebum Control
aminopropyl menthyl phosphate,anti-seborrheic,Oil and Sebum Control
urtica dioica extract,anti-seborrheic,Oil and Sebum Control
oxidized beta-glucan,anti-seborrheic,Oil and Sebum Control
sorbus aucuparia seed oil,anti-seborrheic,Oil and Sebum Control
ethyl lauroyl arginate hcl,anti-seborrheic,Oil and Sebum Control
leuconostoc/radish root ferment filtrate,anti-seborrheic,Oil and Sebum Control
pinus pinaster bark/bud extract,anti-seborrheic,Oil and Sebum Control
larix sibirica wood extract,anti-seborrheic,Oil and Sebum Control
selenium sulfide,anti-seborrheic,Oil and Sebum Control
undecylenamidopropyl peg-2 dimonium undecylenate,anti-seborrheic,Oil and Sebum Control
bifonazole,anti-seborrheic,Oil and Sebum Control
sodium citronellate,anti-seborrheic,Oil and Sebum Control
undecylenamide dea,anti-seborrheic,Oil and Sebum Control
pogostemon cablin leaf/stem extract,anti-seborrheic,Oil and Sebum Control
smilax china extract,anti-seborrheic,Oil and Sebum Control
salvia officinalis leaf extract,anti-seborrheic,Oil and Sebum Control
pistacia lentiscus gum oil,anti-seborrheic,Oil and Sebum Control
artemisia annua leaf extract,anti-seborrheic,Oil and Sebum Control
carpinus tschonoskii leaf extract,anti-seborrheic,Oil and Sebum Control
pomegranate fruit peel extract octenylsuccinate,anti-seborrheic,Oil and Sebum Control
sh-octapeptide-4,anti-seborrheic,Oil and Sebum Control
lactobacillus/oryza sativa bran/saccharomyces/camellia sinensis leaf extract ferment,anti-seborrheic,Oil and Sebum Control
magnesium/aluminum/zinc/hydroxide/carbonate,anti-seborrheic,Oil and Sebum Control
adiantum pedatum extract,anti-seborrheic,Oil and Sebum Control
kiwi fruit extract beta-glucan,anti-seborrheic,Oil and Sebum Control
achillea millefolium oil,anti-seborrheic,Oil and Sebum Control
zinc glycinate salicylate,anti-seborrheic,Oil and Sebum Control
pinus densiflora leaf/sugar ferment filtrate,anti-seborrheic,Oil and Sebum Control
pumpkin fruit extract beta-glucan,anti-seborrheic,Oil and Sebum Control
tea-undecylenoyl hydrolyzed collagen,anti-seborrheic,Oil and Sebum Control
picea abies bud extract,anti-seborrheic,Oil and Sebum Control
ictasol,anti-seborrheic,Oil and Sebum Control
coal tar,anti-seborrheic,Oil and Sebum Control
pistacia lentiscus gum water,anti-seborrheic,Oil and Sebum Control
physocarpus amurensis stem extract,anti-seborrheic,Oil and Sebum Control
hexamidine diisethionate,anti-seborrheic,Oil and Sebum Control
sulfur,anti-seborrheic,Oil and Sebum Control
citronellic acid,anti-seborrheic,Oil and Sebum Control
piroctone olamine,anti-seborrheic,Oil and Sebum Control
silver bicarbonate,anti-seborrheic,Oil and Sebum Control
quillaja saponaria bark extract,anti-seborrheic,Oil and Sebum Control
symphytum officinale root extract,anti-seborrheic,Oil and Sebum Control
picea abies leaf extract,anti-seborrheic,Oil and Sebum Control
peg-6 undecylenate,anti-seborrheic,Oil and Sebum Control
hedera helix stem extract,anti-seborrheic,Oil and Sebum Control
lactococcus/bean seed extract ferment filtrate,anti-seborrheic,Oil and Sebum Control
ovalicin,anti-seborrheic,Oil and Sebum Control
hydroxypropyl bisstearamide mea,anti-seborrheic,Oil and Sebum Control
brassica campestris flower extract,anti-seborrheic,Oil and Sebum Control
chelidonium majus extract,anti-seborrheic,Oil and Sebum Control
peumus boldus leaf oil,anti-seborrheic,Oil and Sebum Control
morus bombycis extract,anti-seborrheic,Oil and Sebum Control
betula ermanii stem extract,anti-seborrheic,Oil and Sebum Control
mallotus japonicus leaf extract,anti-seborrheic,Oil and Sebum Control
boesenbergia pandurata rhizome extract,anti-seborrheic,Oil and Sebum Control
salvia officinalis extract,anti-seborrheic,Oil and Sebum Control
vitis vinifera seed extract,anti-seborrheic,Oil and Sebum Control
cardiospermum halicacabum seed extract,anti-seborrheic,Oil and Sebum Control
achillea millefolium extract,anti-seborrheic,Oil and Sebum Control
undecyleneth-6,anti-seborrheic,Oil and Sebum Control
clotrimazole,anti-seborrheic,Oil and Sebum Control
ziziphus joazeiro bark extract,anti-seborrheic,Oil and Sebum Control
phytosphingosine acetamide,anti-seborrheic,Oil and Sebum Control
capsicum annuum fruit extract,anti-seborrheic,Oil and Sebum Control
coptis japonica extract,anti-seborrheic,Oil and Sebum Control
saponinyl acetosteardimonium chloride,anti-seborrheic,Oil and Sebum Control
shikimic acid,anti-seborrheic,Oil and Sebum Control
juniperus communis sprout extract,anti-seborrheic,Oil and Sebum Control
metasequoia glyptostroboides extract,anti-seborrheic,Oil and Sebum Control
fragaria ananassa seed oil,anti-seborrheic,Oil and Sebum Control
hydrolyzed saccharomyces/sodium selenate ferment extract,anti-seborrheic,Oil and Sebum Control
salvia triloba leaf oil,anti-seborrheic,Oil and Sebum Control
lactobacillus/rice bran/saccharomyces/camellia sinensis leaf extract ferment,anti-seborrheic,Oil and Sebum Control
zinc pyrithione,anti-seborrheic,Oil and Sebum Control
shikimoyl sh-nonapeptide-12,anti-seborrheic,Oil and Sebum Control
leuconostoc/salix alba bark extract ferment filtrate,anti-seborrheic,Oil and Sebum Control
wrightia tinctoria leaf oil,anti-seborrheic,Oil and Sebum Control
isopropylbenzyl butylnorberberine iodide,anti-seborrheic,Oil and Sebum Control
(angelica keiskei/chrysanthemum zawadskii) leaf/stem/cinnamomum cassia bark/trichosantes kirilowii fruit/ulmus davidiana bark/root/(paeonia japonica/bupleurum falcatum/polygala tenuifolia root)/viscus album stem extract,anti-seborrheic,Oil and Sebum Control
methylseleno carboxyethylglutamine,anti-seborrheic,Oil and Sebum Control
galenia africana leaf/stem extract,anti-seborrheic,Oil and Sebum Control
xylityl phosphate,anti-seborrheic,Oil and Sebum Control
sodium caproyl/lauroyl lactylate,anti-seborrheic,Oil and Sebum Control
"2-oleamido-1,3,4-octadecatriyl prolinate",anti-seborrheic,Oil and Sebum Control
climbazole,anti-seborrheic,Oil and Sebum Control
r-leucosporidium polypeptide-1,anti-seborrheic,Oil and Sebum Control
hydroxycitryl palmitate,anti-seborrheic,Oil and Sebum Control
leuconostoc ferment filtrate,anti-seborrheic,Oil and Sebum Control
myristamidopropalkonium chloride,anti-seborrheic,Oil and Sebum Control
niobium pentoxide,anti-seborrheic,Oil and Sebum Control
xylitol,anti-seborrheic,Oil and Sebum Control
sodium phosphate,anti-seborrheic,Oil and Sebum Control
cedronella canariensis leaf/stem extract,anti-seborrheic,Oil and Sebum Control
enterococcus faecium/lactobacillus/salix purpurea bark/leaf/stem/wood/ascorbic acid/ gluconolactone ferment extract filtrate,anti-seborrheic,Oil and Sebum Control
hydrolyzed glucosyl stevioside,anti-seborrheic,Oil and Sebum Control
ginsenoside rh4,anti-seborrheic,Oil and Sebum Control
pinus sylvestris trunk extract,anti-seborrheic,Oil and Sebum Control
lactococcus/phaseolus radiatus seed extract ferment filtrate,anti-seborrheic,Oil and Sebum Control
sciadopitys verticillata root extract,anti-seborrheic,Oil and Sebum Control
undecylenoyl sarcosine,anti-seborrheic,Oil and Sebum Control
candida bombicola/canola oil ferment extract,anti-seborrheic,Oil and Sebum Control
nageia nagi seed oil,anti-seborrheic,Oil and Sebum Control
propanediol caprylate,anti-seborrheic,Oil and Sebum Control
opuntia humifusa leaf extract,anti-seborrheic,Oil and Sebum Control
stemona burkillii root extract,anti-seborrheic,Oil and Sebum Control
lactobacillus/salix purpurea bark ferment extract,anti-seborrheic,Oil and Sebum Control
galloyl pentapeptide-74,anti-seborrheic,Oil and Sebum Control
zirconium silver phosphate,anti-seborrheic,Oil and Sebum Control
capryloyl glycine,anti-seborrheic,Oil and Sebum Control
undecylenoyl glycine,anti-seborrheic,Oil and Sebum Control
adenosma nelsonioides leaf/stem oil,anti-seborrheic,Oil and Sebum Control
aspergillus/(cinnamomum zeylanicum/eucommia ulmoides/morus alba bark)/honeysuckle flower/(forsythia suspensa/ziziphus jujuba fruit)/hordeum vulgare leaf/(acorus gramineus/angelica dahurica/angelica gigas/atractylodes lancea/cnidium officinale/eclipta prostrata/tetradium ruticarpum/licorice/polygala tenuifolia/polygonum multiflorum/rheum palmatum root)/(taraxacum platycarpum root/leaf/flower)/(ginger root/stem)/thuja orientalis seed/(mentha arvensis stem/leaf)/ganoderma lucidum/paeonia lactiflora/poria cocos/gold/silver ferment extract filtrate,anti-seborrheic,Oil and Sebum Control
origanum vulgare flower extract,anti-sebum,Oil and Sebum Control
dimethoxybenzamido phenylhydroxylacetamide,anti-sebum,Oil and Sebum Control
phloretin,anti-sebum,Oil and Sebum Control
sodium usnate,anti-sebum,Oil and Sebum Control
helichrysum italicum extract,anti-sebum,Oil and Sebum Control
rhus glabra bark/berry/root extract,anti-sebum,Oil and Sebum Control
ononis spinosa root extract,anti-sebum,Oil and Sebum Control
aminopropyl menthyl phosphate,anti-sebum,Oil and Sebum Control
melaleuca alternifolia leaf water,anti-sebum,Oil and Sebum Control
populus tremuloides bark extract,anti-sebum,Oil and Sebum Control
nasturtium officinale flower/leaf extract,anti-sebum,Oil and Sebum Control
hydroxyphenyl glycinamide,anti-sebum,Oil and Sebum Control
brassica oleracea botrytis oil unsaponifiables,anti-sebum,Oil and Sebum Control
quercus infectoria gall extract,anti-sebum,Oil and Sebum Control
aminolevulinic acid hcl,anti-sebum,Oil and Sebum Control
ajuga reptans leaf extract,anti-sebum,Oil and Sebum Control
allantoin biotin,anti-sebum,Oil and Sebum Control
helichrysum arenarium extract,anti-sebum,Oil and Sebum Control
sh-polypeptide-7,anti-sebum,Oil and Sebum Control
lippia citrodora leaf cell culture extract,anti-sebum,Oil and Sebum Control
salvia sclarea extract,anti-sebum,Oil and Sebum Control
propolis cera,anti-sebum,Oil and Sebum Control
undecyl alcohol,anti-sebum,Oil and Sebum Control
oligopeptide-32,anti-sebum,Oil and Sebum Control
sulfur,anti-sebum,Oil and Sebum Control
ononis arvensis root extract,anti-sebum,Oil and Sebum Control
coriandrum sativum fruit/leaf extract,anti-sebum,Oil and Sebum Control
quercus petraea bark extract,anti-sebum,Oil and Sebum Control
carbocysteine,anti-sebum,Oil and Sebum Control
undecanoic acid,anti-sebum,Oil and Sebum Control
hydrolyzed pig femur extract,anti-sebum,Oil and Sebum Control
biotin,anti-sebum,Oil and Sebum Control
cardiospermum halicacabum seed extract,anti-sebum,Oil and Sebum Control
lavandula officinalis flower/extract,anti-sebum,Oil and Sebum Control
bacillus/morchella esculenta/soybean ferment filtrate,anti-sebum,Oil and Sebum Control
bacillus/monascus/borago officinalis seed/soybean ferment filtrate,anti-sebum,Oil and Sebum Control
leucosidea sericea leaf extract,anti-sebum,Oil and Sebum Control
bacillus/monascus/psophocarpus tetragonolobus seed ferment filtrate,anti-sebum,Oil and Sebum Control
oligopeptide-124 amide,anti-sebum,Oil and Sebum Control
pseudomonas aeroginosa culture conditioned media extract,anti-sebum,Oil and Sebum Control
euphorbia jolkinii extract,anti-sebum,Oil and Sebum Control
ethyl aminolevulinate hcl,anti-sebum,Oil and Sebum Control
madhuca longifolia sophorolipids,anti-sebum,Oil and Sebum Control
hemocyanin,anti-sebum,Oil and Sebum Control
pyrus serotina callus extract,anti-sebum,Oil and Sebum Control
hydrolyzed chitosan ferulyl linoleate,anti-sebum,Oil and Sebum Control
acanthopanax gracilistylus bark/honeysuckle flower/(arctium lappa/vitex trifolia fruit)/astragalus membranaceus root/radish seed/cinnamomum cassia/hordeum vulgare extract,anti-sebum,Oil and Sebum Control
trisodium ascorbyl hexyldecanoate phosphate,anti-sebum,Oil and Sebum Control
eriobotrya japonica flower extract,anti-sebum,Oil and Sebum Control
schizandra sphenanthera fruit extract,anti-sebum,Oil and Sebum Control
selenium/glycine soja sprout extract,anti-sebum,Oil and Sebum Control
silver carboxymethylalaninate,anti-sebum,Oil and Sebum Control
(lavandula angustifolia/melissa officinalis/hypericum perforatum) flower/(camellia sinensis leaf/(glycyrrhiza glabra/acanthopanax senticosus) root/sarracenia cobra nest leaf/flower/stalk extract,anti-sebum,Oil and Sebum Control
lauroyloxy isobutyroyloxy isohexanoic acid,anti-sebum,Oil and Sebum Control
halloysite,anti-sebum,Oil and Sebum Control
dodecenyl oleylsuccinamide,anti-sebum,Oil and Sebum Control
artemisia princeps leaf/triticum vulgare bran extract,anti-sebum,Oil and Sebum Control
aspergillus/potato starch/wheat flour ferment filtrate,anti-sebum,Oil and Sebum Control
azelamidopropyl dimethyl amine,anti-sebum,Oil and Sebum Control
hyaluronic acid/polyglutamic acid crosspolymer,anti-sebum,Oil and Sebum Control
sodium phosphorus/zinc/calcium/silicon/aluminum/silver oxides,anti-sebum,Oil and Sebum Control
